Policy_ID,User_ID,Created_At,Effective_Date,Canceled_Date,Renewal_Date,Annual_Premium,Tier,Base_Deductible,State,Personal_Property_Limit,Personal_Liability_Limit,Type
LP94916628,LU52912755,2023-10-25,2023-11-02,,2024-10-25,318,3,1000,AZ,"10,000","500,000",car
LP74506352,LU83031781,2023-04-09,2023-04-17,,2024-04-09,174,2,500,IA,"10,000","500,000",home
LP38507666,LU49169109,2022-09-15,2022-09-26,2023-06-28,2023-09-14,289,4,1000,AZ,"10,000","250,000",pet
LP63757072,LU23010856,2022-02-09,2022-02-10,2022-03-01,2023-02-09,255,,250,MT,"10,000","500,000",pet
LP70364984,LU18621328,2022-11-24,2022-12-05,2023-05-27,2023-11-23,322,,1000,SC,"20,000","1,500,000",renters
LP98734631,LU29548522,2024-05-05,2024-05-17,2024-09-19,2025-05-05,152,5,250,WA,"20,000","200,000",pet
LP94784261,LU16694750,2023-01-20,2023-02-03,2023-12-08,2024-01-19,335,4,250,NM,"30,000","500,000",home
LP52092955,LU76149069,2023-06-07,2023-06-15,,2024-06-07,210,4,250,WI,"10,000","1,500,000",car
LP73667488,LU03056584,2024-06-07,2024-06-10,,2025-06-07,293,2,1000,ND,"10,000","100,000",renters
LP27934959,LU00031183,2023-11-16,2023-11-26,,2024-11-16,152,3,1000,DE,"20,000","1,500,000",pet
LP93199395,LU60336771,2023-04-15,2023-04-17,2023-09-16,2024-04-15,134,2,500,NJ,"30,000","250,000",renters
LP62638583,LU32229511,2023-11-18,2023-11-28,,2024-11-18,204,4,250,OR,"10,000","250,000",pet
LP71969112,LU50353189,2023-01-19,2023-01-25,,2024-01-18,158,5,1000,ID,"10,000","100,000",home
LP88796462,LU37864564,2022-07-14,2022-07-19,2023-06-04,2023-07-13,189,1,1000,OR,"20,000","250,000",home
LP05274727,LU39377378,2024-06-02,2024-06-03,2025-02-10,2025-06-02,117,,500,LA,"30,000","250,000",renters
LP54716774,LU83767435,2024-11-15,2024-11-20,,2025-11-15,104,4,500,FL,"40,000","100,000",home
LP61780566,LU03190043,2024-11-24,2024-11-26,2025-10-06,2025-11-24,163,,250,MT,"10,000","100,000",home
LP60979408,LU98086903,2024-12-06,2024-12-19,,2025-12-06,156,,500,NC,"10,000","250,000",pet
LP78900348,LU71604694,2022-06-24,2022-07-03,,2023-06-23,82,5,1000,TX,"10,000","500,000",home
LP35882228,LU37340696,2023-06-16,2023-06-23,2024-05-26,2024-06-16,93,2,1000,MS,"10,000","500,000",renters
LP92453441,LU42297256,2024-12-17,2024-12-22,2025-10-28,2025-12-17,100,2,1000,CO,"20,000","500,000",car
LP45137852,LU00742279,2023-06-27,2023-07-07,2024-03-06,2024-06-27,137,,1000,SD,"30,000","250,000",pet
LP62765034,LU83490287,2022-01-19,2022-02-02,2022-08-15,2023-01-19,102,3,250,MN,"10,000","500,000",pet
LP70253223,LU66960880,2024-09-30,2024-10-05,2025-09-12,2025-09-30,96,3,250,MN,"20,000","100,000",pet
LP00000001,LU47026018,2023-01-16,2023-01-21,2023-04-07,2024-01-16,326,1,1000,UT,"40,000","100,000",car
LP00000002,LU96317065,2023-08-18,2023-08-23,2023-11-23,2024-08-17,78,3,500,MA,"10,000","200,000",pet
LP00000003,LU96317065,2023-12-17,2023-12-22,2024-09-30,2024-12-16,96,3,250,MA,"10,000","200,000",home
LP00000004,LU34546131,2025-04-29,2025-05-04,2026-02-03,2026-04-29,341,5,1000,NE,"20,000","100,000",pet
LP00000005,LU56642974,2023-12-16,2023-12-21,2024-12-04,2024-12-15,155,3,500,AK,"40,000","500,000",home
LP00000006,LU56642974,2023-12-19,2023-12-24,2024-05-19,2024-12-18,154,3,500,AK,"40,000","500,000",pet
LP00000007,LU33931719,2023-05-08,2023-05-13,2023-07-22,2024-05-07,298,3,500,MA,"40,000","500,000",home
LP00000008,LU33931719,2022-11-14,2022-11-19,2023-11-05,2023-11-14,266,3,500,MA,"40,000","500,000",renters
LP00000009,LU46009796,2023-05-02,2023-05-07,2023-07-24,2024-05-01,303,2,1000,WA,"20,000","100,000",car
LP00000010,LU44425519,2024-03-12,2024-03-17,2024-09-18,2025-03-12,61,1,250,WI,"30,000","1,500,000",renters
LP00000011,LU44425519,2024-02-24,2024-02-29,2025-01-25,2025-02-23,68,1,500,WI,"30,000","1,500,000",home
LP00000012,LU59581123,2024-03-11,2024-03-16,2024-05-19,2025-03-11,98,3,250,SD,"10,000","100,000",pet
LP00000013,LU59581123,2025-03-13,2025-03-18,2025-12-24,2026-03-13,101,3,1000,SD,"10,000","100,000",renters
LP00000014,LU96725133,2023-05-23,2023-05-28,2023-11-22,2024-05-22,127,3,500,OH,"20,000","200,000",home
LP00000015,LU96725133,2025-03-21,2025-03-26,2025-11-03,2026-03-21,106,3,500,OH,"20,000","200,000",car
LP00000016,LU92364570,2022-07-06,2022-07-11,2022-11-24,2023-07-06,90,,500,SC,"40,000","250,000",renters
LP00000017,LU71511093,2023-10-04,2023-10-09,2024-04-29,2024-10-03,264,,500,DE,"30,000","250,000",home
LP00000018,LU71511093,2023-09-25,2023-09-30,2024-02-22,2024-09-24,308,,1000,DE,"30,000","250,000",pet
LP00000019,LU31403310,2022-10-25,2022-10-30,,2023-10-25,71,,1000,DE,"30,000","250,000",renters
LP00000020,LU31403310,2022-05-05,2022-05-10,2022-12-25,2023-05-05,73,,1000,DE,"30,000","250,000",pet
LP00000021,LU86548957,2022-07-11,2022-07-16,,2023-07-11,189,5,1000,MN,"10,000","250,000",car
LP00000022,LU84695667,2024-11-13,2024-11-18,2025-07-01,2025-11-13,231,5,1000,IN,"20,000","1,500,000",car
LP00000023,LU70858605,2024-03-06,2024-03-11,2024-10-09,2025-03-06,320,3,1000,ME,"40,000","100,000",home
LP00000024,LU70858605,2025-09-21,2025-09-26,2025-11-30,2026-09-21,280,3,250,ME,"40,000","100,000",car
LP00000025,LU44624921,2024-04-07,2024-04-12,2024-11-25,2025-04-07,64,,250,IN,"30,000","250,000",renters
LP00000026,LU87876535,2024-03-25,2024-03-30,2024-10-27,2025-03-25,246,3,250,UT,"40,000","1,500,000",renters
LP00000027,LU87876535,2024-12-05,2024-12-10,2025-06-23,2025-12-05,249,3,1000,UT,"40,000","1,500,000",renters
LP00000028,LU43530393,2024-02-10,2024-02-15,2025-01-30,2025-02-09,91,2,1000,WI,"10,000","250,000",pet
LP00000029,LU90885465,2024-09-17,2024-09-22,,2025-09-17,68,,500,WV,"30,000","1,500,000",home
LP00000030,LU90885465,2024-08-08,2024-08-13,2025-05-30,2025-08-08,68,,250,WV,"30,000","1,500,000",renters
LP00000031,LU26138349,2025-04-21,2025-04-26,2025-12-24,2026-04-21,86,,250,CT,"20,000","500,000",pet
LP00000032,LU26138349,2023-02-07,2023-02-12,2024-01-11,2024-02-07,80,,500,CT,"20,000","500,000",renters
LP00000033,LU69633758,2023-11-19,2023-11-24,,2024-11-18,100,1,1000,MO,"30,000","500,000",car
LP00000034,LU18735107,2023-05-08,2023-05-13,2023-08-13,2024-05-07,113,1,500,NV,"20,000","500,000",home
LP00000035,LU18735107,2022-06-21,2022-06-26,,2023-06-21,103,1,250,NV,"20,000","500,000",renters
LP00000036,LU06696812,2023-06-16,2023-06-21,2024-01-11,2024-06-15,249,4,1000,TX,"30,000","250,000",car
LP00000037,LU39997822,2025-07-19,2025-07-24,2026-03-02,2026-07-19,243,5,250,AK,"20,000","200,000",car
LP00000038,LU67759684,2022-11-02,2022-11-07,,2023-11-02,181,2,250,NE,"20,000","500,000",renters
LP00000039,LU28983231,2023-08-29,2023-09-03,2024-04-17,2024-08-28,251,,500,TX,"10,000","1,500,000",pet
LP00000040,LU28983231,2025-02-22,2025-02-27,2025-09-26,2026-02-22,299,,500,TX,"10,000","1,500,000",car
LP00000041,LU34877181,2022-02-03,2022-02-08,2022-07-06,2023-02-03,311,3,1000,RI,"30,000","250,000",car
LP00000042,LU37628840,2025-01-15,2025-01-20,2025-05-01,2026-01-15,83,5,250,KS,"30,000","1,500,000",pet
LP00000043,LU59029874,2023-08-17,2023-08-22,2024-03-20,2024-08-16,137,3,250,GA,"20,000","500,000",pet
LP00000044,LU66997900,2023-09-28,2023-10-03,2023-12-23,2024-09-27,175,2,1000,NE,"40,000","1,500,000",pet
LP00000045,LU91133704,2025-05-12,2025-05-17,2025-08-17,2026-05-12,151,1,1000,FL,"20,000","250,000",car
LP00000046,LU83832593,2024-12-08,2024-12-13,2025-05-28,2025-12-08,187,,250,NC,"10,000","250,000",renters
LP00000047,LU43425085,2023-12-27,2024-01-01,2024-05-09,2024-12-26,260,5,1000,NC,"10,000","200,000",renters
LP00000048,LU55411016,2023-03-15,2023-03-20,,2024-03-14,393,4,250,MS,"30,000","100,000",renters
LP00000049,LU55411016,2025-01-23,2025-01-28,2025-12-10,2026-01-23,383,4,1000,MS,"30,000","100,000",renters
LP00000050,LU19216516,2022-05-14,2022-05-19,2022-07-22,2023-05-14,324,5,1000,WA,"30,000","200,000",pet
LP00000051,LU19949870,2024-07-02,2024-07-07,2024-09-25,2025-07-02,72,,250,KS,"10,000","100,000",pet
LP00000052,LU97726269,2023-05-16,2023-05-21,2024-01-28,2024-05-15,258,,250,MI,"20,000","200,000",home
LP00000053,LU38288218,2022-12-10,2022-12-15,2023-03-18,2023-12-10,307,1,250,SD,"40,000","1,500,000",renters
LP00000054,LU05236545,2024-04-18,2024-04-23,2024-07-30,2025-04-18,398,2,500,SD,"30,000","250,000",pet
LP00000055,LU70799206,2023-11-30,2023-12-05,2024-10-23,2024-11-29,268,3,250,OH,"20,000","250,000",home
LP00000056,LU70799206,2025-04-12,2025-04-17,2025-07-04,2026-04-12,298,3,1000,OH,"20,000","250,000",pet
LP00000057,LU69068521,2026-03-30,2026-04-04,2026-09-20,2027-03-30,81,,1000,OR,"40,000","500,000",car
LP00000058,LU02782305,2023-03-21,2023-03-26,2024-01-19,2024-03-20,163,3,1000,SD,"40,000","500,000",car
LP00000059,LU75887905,2025-01-12,2025-01-17,2025-08-07,2026-01-12,79,2,500,NH,"30,000","200,000",renters
LP00000060,LU75887905,2026-01-17,2026-01-22,2026-05-17,2027-01-17,67,2,1000,NH,"30,000","200,000",car
LP00000061,LU65872855,2024-02-26,2024-03-02,2024-05-04,2025-02-25,309,5,1000,AR,"20,000","200,000",renters
LP00000062,LU65872855,2024-02-18,2024-02-23,2024-06-16,2025-02-17,380,5,1000,AR,"20,000","200,000",renters
LP00000063,LU60450237,2022-11-29,2022-12-04,2023-09-09,2023-11-29,141,2,250,ME,"10,000","500,000",renters
LP00000064,LU60450237,2023-04-03,2023-04-08,2023-11-06,2024-04-02,123,2,1000,ME,"10,000","500,000",pet
LP00000065,LU68944805,2026-08-25,2026-08-30,2027-02-19,2027-08-25,270,4,500,NM,"10,000","500,000",home
LP00000066,LU83247161,2022-12-29,2023-01-03,2023-09-19,2023-12-29,222,1,1000,MD,"20,000","200,000",pet
LP00000067,LU83247161,2022-01-26,2022-01-31,2023-01-08,2023-01-26,185,1,500,MD,"20,000","200,000",home
LP00000068,LU51786458,2024-08-14,2024-08-19,2025-03-13,2025-08-14,236,1,250,GA,"30,000","100,000",home
LP00000069,LU40807937,2024-04-03,2024-04-08,2024-11-05,2025-04-03,199,4,500,MI,"30,000","250,000",home
LP00000070,LU40807937,2023-04-10,2023-04-15,2023-12-11,2024-04-09,196,4,250,MI,"30,000","250,000",renters
LP00000071,LU28305125,2022-06-21,2022-06-26,2023-04-24,2023-06-21,118,1,1000,NC,"30,000","100,000",home
LP00000072,LU28305125,2022-11-18,2022-11-23,2023-06-02,2023-11-18,138,1,1000,NC,"30,000","100,000",renters
LP00000073,LU69162459,2023-03-27,2023-04-01,2024-02-22,2024-03-26,194,2,250,UT,"40,000","250,000",renters
LP00000074,LU69162459,2023-04-12,2023-04-17,,2024-04-11,219,2,1000,UT,"40,000","250,000",car
LP00000075,LU54631392,2024-08-27,2024-09-01,2025-02-27,2025-08-27,81,3,500,HI,"10,000","200,000",pet
LP00000076,LU54631392,2022-11-10,2022-11-15,2023-06-08,2023-11-10,69,3,250,HI,"10,000","200,000",renters
LP00000077,LU81165927,2024-02-15,2024-02-20,2024-09-09,2025-02-14,355,2,1000,SD,"40,000","500,000",home
LP00000078,LU99967883,2025-05-25,2025-05-30,2025-09-11,2026-05-25,298,3,1000,OH,"10,000","200,000",car
LP00000079,LU99967883,2024-05-15,2024-05-20,2024-11-30,2025-05-15,325,3,250,OH,"10,000","200,000",pet
LP00000080,LU23475043,2025-12-12,2025-12-17,2026-10-14,2026-12-12,306,3,250,IA,"40,000","250,000",pet
LP00000081,LU09453918,2023-05-31,2023-06-05,2024-03-05,2024-05-30,295,2,500,ND,"30,000","100,000",renters
LP00000082,LU25080716,2023-06-23,2023-06-28,,2024-06-22,224,5,500,AK,"20,000","200,000",pet
LP00000083,LU25080716,2022-03-04,2022-03-09,2022-09-28,2023-03-04,214,5,250,AK,"20,000","200,000",home
LP00000084,LU47275004,2024-03-29,2024-04-03,2024-09-10,2025-03-29,287,4,1000,ME,"10,000","100,000",renters
LP00000085,LU47275004,2022-07-26,2022-07-31,2023-03-23,2023-07-26,242,4,1000,ME,"10,000","100,000",car
LP00000086,LU60185261,2024-08-13,2024-08-18,2024-12-03,2025-08-13,343,1,1000,AL,"30,000","250,000",renters
LP00000087,LU31427901,2023-10-11,2023-10-16,2024-10-02,2024-10-10,243,5,500,NY,"30,000","500,000",car
LP00000088,LU28502828,2024-07-20,2024-07-25,2024-11-08,2025-07-20,300,4,500,MS,"30,000","200,000",renters
LP00000089,LU28502828,2025-02-08,2025-02-13,2025-06-14,2026-02-08,360,4,1000,MS,"30,000","200,000",home
LP00000090,LU09959698,2025-05-02,2025-05-07,2026-02-01,2026-05-02,374,3,500,GA,"40,000","100,000",renters
LP00000091,LU09959698,2025-06-20,2025-06-25,,2026-06-20,401,3,500,GA,"40,000","100,000",pet
LP00000092,LU63053263,2025-03-30,2025-04-04,2025-07-20,2026-03-30,306,,500,IL,"40,000","250,000",home
LP00000093,LU21116897,2023-01-30,2023-02-04,2023-12-06,2024-01-30,388,2,250,NH,"20,000","250,000",car
LP00000094,LU02676022,2022-02-05,2022-02-10,2022-06-28,2023-02-05,348,5,250,MI,"40,000","100,000",home
LP00000095,LU02676022,2023-05-27,2023-06-01,2024-01-14,2024-05-26,293,5,250,MI,"40,000","100,000",pet
LP00000096,LU51393461,2024-10-12,2024-10-17,2025-01-23,2025-10-12,277,4,250,MI,"30,000","1,500,000",home
LP00000097,LU51393461,2024-08-25,2024-08-30,2025-01-19,2025-08-25,293,4,500,MI,"30,000","1,500,000",car
LP00000098,LU78018782,2023-08-14,2023-08-19,2024-01-03,2024-08-13,416,1,500,IA,"10,000","500,000",home
LP00000099,LU18916671,2024-10-24,2024-10-29,2025-07-13,2025-10-24,70,4,1000,FL,"20,000","100,000",renters
LP00000100,LU18916671,2023-05-20,2023-05-25,2023-09-13,2024-05-19,73,4,250,FL,"20,000","100,000",car
LP00000101,LU90614772,2024-08-10,2024-08-15,,2025-08-10,97,4,1000,MA,"20,000","500,000",car
LP00000102,LU26586880,2024-02-25,2024-03-01,2024-07-31,2025-02-24,280,4,250,WY,"40,000","250,000",renters
LP00000103,LU26586880,2024-06-23,2024-06-28,,2025-06-23,284,4,250,WY,"40,000","250,000",home
LP00000104,LU15640837,2022-05-25,2022-05-30,2022-11-29,2023-05-25,61,3,250,AR,"40,000","250,000",pet
LP00000105,LU43672999,2022-01-29,2022-02-03,2022-11-05,2023-01-29,324,4,250,CA,"10,000","100,000",home
LP00000106,LU40538855,2022-07-10,2022-07-15,2023-05-09,2023-07-10,333,3,250,WV,"20,000","1,500,000",home
LP00000107,LU94015572,2022-09-18,2022-09-23,2023-05-17,2023-09-18,385,2,500,OK,"10,000","200,000",renters
LP00000108,LU09713084,2024-06-20,2024-06-25,2024-11-18,2025-06-20,167,1,250,KY,"30,000","500,000",pet
LP00000109,LU09713084,2023-08-07,2023-08-12,2024-05-25,2024-08-06,177,1,500,KY,"30,000","500,000",car
LP00000110,LU28840104,2022-08-24,2022-08-29,2023-04-18,2023-08-24,196,4,1000,UT,"40,000","250,000",home
LP00000111,LU04414649,2022-08-17,2022-08-22,2023-04-25,2023-08-17,98,2,1000,AK,"10,000","250,000",renters
LP00000112,LU29915109,2022-04-18,2022-04-23,2023-02-11,2023-04-18,343,3,1000,WA,"20,000","100,000",car
LP00000113,LU08153487,2024-02-05,2024-02-10,,2025-02-04,383,1,250,ID,"30,000","1,500,000",pet
LP00000114,LU08153487,2023-06-28,2023-07-03,2023-09-27,2024-06-27,423,1,250,ID,"30,000","1,500,000",home
LP00000115,LU28077597,2024-01-31,2024-02-05,2024-12-13,2025-01-30,139,5,500,AK,"10,000","100,000",home
LP00000116,LU28077597,2024-04-25,2024-04-30,2025-01-09,2025-04-25,162,5,500,AK,"10,000","100,000",car
LP00000117,LU50053873,2024-03-18,2024-03-23,2024-06-27,2025-03-18,363,1,500,TN,"30,000","100,000",renters
LP00000118,LU92282342,2023-05-19,2023-05-24,2024-02-28,2024-05-18,73,3,500,CO,"20,000","250,000",car
LP00000119,LU92282342,2022-09-16,2022-09-21,2023-07-02,2023-09-16,74,3,250,CO,"20,000","250,000",home
LP00000120,LU66147134,2023-11-18,2023-11-23,2024-01-24,2024-11-17,264,5,250,AZ,"10,000","1,500,000",pet
LP00000121,LU59762379,2026-01-24,2026-01-29,2026-08-20,2027-01-24,173,2,1000,GA,"10,000","1,500,000",renters
LP00000122,LU05952072,2025-10-23,2025-10-28,,2026-10-23,188,3,250,OR,"20,000","1,500,000",car
LP00000123,LU05952072,2026-01-10,2026-01-15,,2027-01-10,186,3,250,OR,"20,000","1,500,000",car
LP00000124,LU74198716,2022-07-14,2022-07-19,,2023-07-14,71,2,250,TX,"10,000","250,000",car
LP00000125,LU46352082,2025-09-24,2025-09-29,2026-07-16,2026-09-24,269,3,1000,ID,"10,000","1,500,000",home
LP00000126,LU46352082,2025-08-08,2025-08-13,2025-11-01,2026-08-08,264,3,1000,ID,"10,000","1,500,000",home
LP00000127,LU14365792,2025-02-04,2025-02-09,2025-11-12,2026-02-04,153,3,500,ID,"10,000","1,500,000",home
LP00000128,LU19751845,2023-07-19,2023-07-24,2024-06-18,2024-07-18,147,2,250,GA,"10,000","250,000",home
LP00000129,LU19751845,2023-05-26,2023-05-31,2023-12-19,2024-05-25,128,2,1000,GA,"10,000","250,000",pet
LP00000130,LU16078204,2025-01-20,2025-01-25,2025-05-17,2026-01-20,351,,250,NM,"30,000","250,000",car
LP00000131,LU16078204,2024-04-24,2024-04-29,2024-08-22,2025-04-24,378,,500,NM,"30,000","250,000",car
LP00000132,LU65380515,2024-08-03,2024-08-08,,2025-08-03,118,3,1000,PA,"20,000","500,000",pet
LP00000133,LU65380515,2024-05-26,2024-05-31,2025-05-12,2025-05-26,103,3,250,PA,"20,000","500,000",home
LP00000134,LU11622277,2024-05-27,2024-06-01,2024-12-15,2025-05-27,126,4,250,CO,"20,000","100,000",home
LP00000135,LU11622277,2024-03-01,2024-03-06,2024-11-05,2025-03-01,147,4,1000,CO,"20,000","100,000",pet
LP00000136,LU92554362,2024-02-26,2024-03-02,,2025-02-25,239,4,1000,OK,"10,000","1,500,000",car
LP00000137,LU57056590,2025-10-01,2025-10-06,,2026-10-01,206,1,1000,IA,"10,000","100,000",car
LP00000138,LU83813161,2025-10-30,2025-11-04,2026-07-08,2026-10-30,290,1,1000,PA,"20,000","500,000",car
LP00000139,LU01763598,2024-04-18,2024-04-23,2024-11-24,2025-04-18,165,,1000,AR,"20,000","1,500,000",home
LP00000140,LU27271953,2025-11-19,2025-11-24,2026-07-23,2026-11-19,128,4,500,NE,"30,000","100,000",car
LP00000141,LU27271953,2024-12-31,2025-01-05,2025-11-10,2025-12-31,128,4,500,NE,"30,000","100,000",renters
LP00000142,LU79273141,2022-05-16,2022-05-21,2023-05-07,2023-05-16,325,5,500,PA,"30,000","200,000",pet
LP00000143,LU79273141,2022-11-02,2022-11-07,2023-07-10,2023-11-02,375,5,250,PA,"30,000","200,000",home
LP00000144,LU74644660,2023-06-25,2023-06-30,2024-03-12,2024-06-24,118,3,500,MS,"10,000","500,000",pet
LP00000145,LU74644660,2024-09-09,2024-09-14,2025-05-30,2025-09-09,120,3,250,MS,"10,000","500,000",pet
LP00000146,LU48391912,2026-04-19,2026-04-24,2026-07-04,2027-04-19,218,1,500,MS,"10,000","250,000",renters
LP00000147,LU97239797,2024-01-25,2024-01-30,2024-10-30,2025-01-24,72,1,500,TX,"10,000","1,500,000",home
LP00000148,LU97239797,2023-12-07,2023-12-12,2024-10-07,2024-12-06,69,1,1000,TX,"10,000","1,500,000",home
LP00000149,LU08538568,2023-03-28,2023-04-02,2023-09-03,2024-03-27,175,3,500,UT,"10,000","1,500,000",pet
LP00000150,LU08538568,2022-11-01,2022-11-06,2023-05-16,2023-11-01,165,3,500,UT,"10,000","1,500,000",renters
LP00000151,LU35999893,2024-08-17,2024-08-22,,2025-08-17,235,1,250,WI,"10,000","250,000",home
LP00000152,LU98381778,2024-04-06,2024-04-11,2024-11-07,2025-04-06,122,,250,DE,"30,000","200,000",pet
LP00000153,LU03055632,2024-11-12,2024-11-17,2025-08-26,2025-11-12,374,3,1000,OR,"40,000","100,000",pet
LP00000154,LU03055632,2025-01-03,2025-01-08,2025-04-25,2026-01-03,345,3,1000,OR,"40,000","100,000",pet
LP00000155,LU64478173,2024-08-13,2024-08-18,,2025-08-13,102,1,500,MA,"30,000","500,000",renters
LP00000156,LU07474351,2023-07-11,2023-07-16,2024-06-18,2024-07-10,290,5,500,TX,"20,000","100,000",car
LP00000157,LU07474351,2023-05-13,2023-05-18,2024-01-19,2024-05-12,317,5,250,TX,"20,000","100,000",renters
LP00000158,LU20887560,2023-09-24,2023-09-29,2024-05-11,2024-09-23,266,2,500,VT,"40,000","250,000",car
LP00000159,LU62171289,2024-05-10,2024-05-15,2025-03-20,2025-05-10,217,5,500,MS,"10,000","200,000",car
LP00000160,LU00940255,2023-04-25,2023-04-30,2023-10-06,2024-04-24,71,5,500,MN,"40,000","200,000",pet
LP00000161,LU00940255,2024-01-19,2024-01-24,2025-01-10,2025-01-18,58,5,500,MN,"40,000","200,000",renters
LP00000162,LU24226236,2023-12-30,2024-01-04,2024-05-30,2024-12-29,288,4,250,PA,"10,000","250,000",pet
LP00000163,LU26437212,2023-07-09,2023-07-14,2024-03-13,2024-07-08,233,4,250,KY,"30,000","1,500,000",pet
LP00000164,LU70295965,2025-05-23,2025-05-28,2026-02-23,2026-05-23,271,5,500,IN,"10,000","1,500,000",renters
LP00000165,LU70989076,2025-10-23,2025-10-28,,2026-10-23,339,5,500,DE,"10,000","1,500,000",home
LP00000166,LU94761747,2022-06-19,2022-06-24,2022-09-21,2023-06-19,248,,250,WY,"30,000","100,000",renters
LP00000167,LU94761747,2022-07-06,2022-07-11,2022-12-05,2023-07-06,237,,500,WY,"30,000","100,000",pet
LP00000168,LU85776746,2024-12-19,2024-12-24,2025-07-15,2025-12-19,215,5,1000,NC,"40,000","200,000",pet
LP00000169,LU17202710,2023-12-09,2023-12-14,2024-11-01,2024-12-08,128,,1000,NY,"30,000","100,000",car
LP00000170,LU43022851,2023-10-02,2023-10-07,2024-03-14,2024-10-01,88,3,500,ID,"10,000","500,000",pet
LP00000171,LU43022851,2023-09-17,2023-09-22,2024-07-21,2024-09-16,90,3,500,ID,"10,000","500,000",pet
LP00000172,LU16283177,2024-09-21,2024-09-26,2025-02-17,2025-09-21,121,4,250,DE,"30,000","500,000",renters
LP00000173,LU74579217,2022-02-04,2022-02-09,2022-10-14,2023-02-04,356,,250,TN,"20,000","1,500,000",pet
LP00000174,LU78463675,2024-02-26,2024-03-02,2024-10-17,2025-02-25,164,2,500,VT,"40,000","500,000",car
LP00000175,LU71381007,2023-02-14,2023-02-19,2023-08-15,2024-02-14,204,1,500,NC,"20,000","200,000",pet
LP00000176,LU71381007,2023-08-30,2023-09-04,2023-11-06,2024-08-29,187,1,1000,NC,"20,000","200,000",home
LP00000177,LU19772152,2024-07-05,2024-07-10,2025-03-03,2025-07-05,350,4,1000,GA,"30,000","100,000",renters
LP00000178,LU30683399,2022-03-15,2022-03-20,2022-09-08,2023-03-15,334,2,500,WY,"20,000","100,000",car
LP00000179,LU68938660,2023-08-15,2023-08-20,2024-06-17,2024-08-14,71,2,250,NV,"40,000","100,000",renters
LP00000180,LU97022426,2025-11-06,2025-11-11,2026-05-11,2026-11-06,162,2,1000,OR,"30,000","500,000",car
LP00000181,LU97022426,2023-10-18,2023-10-23,2024-08-23,2024-10-17,163,2,250,OR,"30,000","500,000",home
LP00000182,LU13603675,2023-07-25,2023-07-30,2023-10-12,2024-07-24,210,1,500,HI,"40,000","500,000",renters
LP00000183,LU13603675,2023-08-05,2023-08-10,2024-06-14,2024-08-04,215,1,250,HI,"40,000","500,000",car
LP00000184,LU12085044,2024-02-04,2024-02-09,2024-08-22,2025-02-03,63,2,1000,NY,"30,000","250,000",car
LP00000185,LU12085044,2022-10-04,2022-10-09,2023-03-30,2023-10-04,66,2,250,NY,"30,000","250,000",home
LP00000186,LU42499108,2024-08-12,2024-08-17,2025-03-10,2025-08-12,190,1,500,SC,"10,000","200,000",home
LP00000187,LU87504262,2025-02-16,2025-02-21,2025-12-06,2026-02-16,282,5,1000,WY,"30,000","1,500,000",pet
LP00000188,LU80044975,2025-05-22,2025-05-27,2025-12-07,2026-05-22,169,1,500,MN,"30,000","1,500,000",home
LP00000189,LU80044975,2025-07-07,2025-07-12,2025-12-03,2026-07-07,207,1,1000,MN,"30,000","1,500,000",pet
LP00000190,LU47125717,2023-11-18,2023-11-23,2024-04-17,2024-11-17,160,2,500,WY,"30,000","100,000",renters
LP00000191,LU47125717,2023-11-26,2023-12-01,2024-09-29,2024-11-25,194,2,1000,WY,"30,000","100,000",home
LP00000192,LU28687916,2025-03-28,2025-04-02,2025-09-01,2026-03-28,387,2,500,MT,"20,000","100,000",home
LP00000193,LU28687916,2025-02-18,2025-02-23,2026-01-24,2026-02-18,339,2,250,MT,"20,000","100,000",pet
LP00000194,LU38696237,2022-05-01,2022-05-06,,2023-05-01,89,4,250,FL,"40,000","100,000",renters
LP00000195,LU20538456,2024-04-22,2024-04-27,2025-01-15,2025-04-22,281,1,500,MT,"20,000","1,500,000",car
LP00000196,LU04498656,2023-09-03,2023-09-08,2024-01-02,2024-09-02,302,3,500,GA,"10,000","200,000",home
LP00000197,LU85784547,2024-12-23,2024-12-28,2025-10-19,2025-12-23,236,1,1000,DE,"10,000","250,000",car
LP00000198,LU88849725,2023-11-30,2023-12-05,2024-08-18,2024-11-29,68,5,250,OH,"40,000","500,000",car
LP00000199,LU88849725,2024-02-16,2024-02-21,2024-10-02,2025-02-15,64,5,1000,OH,"40,000","500,000",pet
LP00000200,LU08151129,2023-03-24,2023-03-29,2023-05-31,2024-03-23,109,5,1000,WI,"40,000","200,000",pet
LP00000201,LU08151129,2024-03-30,2024-04-04,2024-09-19,2025-03-30,110,5,250,WI,"40,000","200,000",home
LP00000202,LU59648375,2024-04-19,2024-04-24,2024-07-21,2025-04-19,370,4,250,AK,"10,000","1,500,000",pet
LP00000203,LU59648375,2024-02-09,2024-02-14,2024-07-12,2025-02-08,389,4,1000,AK,"10,000","1,500,000",renters
LP00000204,LU14306790,2022-04-08,2022-04-13,2022-06-17,2023-04-08,251,2,500,NJ,"30,000","100,000",pet
LP00000205,LU96062463,2025-01-23,2025-01-28,2025-06-15,2026-01-23,111,5,1000,FL,"40,000","250,000",pet
LP00000206,LU76518327,2023-09-10,2023-09-15,2024-08-16,2024-09-09,337,3,1000,ME,"30,000","200,000",car
